Song,Composers,Time,Seconds,Album,Fase,Lyrics,Harris,Dickinson,Murray,Smith,Gers,Di'Anno,Bayley,McBrain,Burr
Starblind,"Smith, Harris, Dickinson",7:48,468,The Final Frontier,5,"take my eye the thing i'v seen in this world come to an end my reflect fade i'm weari of these earth bone and skin you may pass through me and leav no trace i have no mortal face solar wind are whisper you may hear me call we can shed our skin and swim into the darken void beyond we will danc among the world that orbit star ( they'r on our side ) all the oxygen that trap us in a carbon spider web solar wind are whisper you may hear the siren of the dead left the elder to their parley meant to satisfi our lust leav damocl still hang over all their promis trust walk away from freedom offer by their jailer in their cage step into the light startrip over mortal in their rage starblind - with sun the star are one we are the light that bring the end of * starblind - with sun the star are one we are , with the goddess of the sun * the preacher lose face with christ religion cruel devic is gone empti flesh and hallow bone make pact of love but die alon the crucibl of pain will forg the blank of sin , begin again you are free to choos * or one that left to lose virgin in the teeth of god are meat and drink to feed the damn you may pass through me and i will feel the life that you live less step into my light startrip , we will rage against the night walk away from comfort offer by your citizen of death starblind - with sun the star are one we are the light that bring the end of * starblind - with sun the star are one we'r one with the goddess of the sun * take my eye for what i'v seen i will give my sight to you you are free to choos whatev life to live or life to lose whatev god , you know he know you , better than you believ in your onc and futur grave you'll fall endless deceiv look into our face reflect in the moon glow in your eye rememb you can choos to look but not to see and wast your hour you believ you have the time but i tell you your time is short see your past and futur all the same and it cannot be bought starblind - with sun the star are one we are the light that bring the end of * starblind - with sun the star are one we'r one with the godd ofth sun * take my eye for what i'v seen i will give my sight to you you are free to choos whatev life to live or life to lose whatev god , you know he know you , better than you believ in your onc and futur grave you'll fall endless deceiv the preacher lose face with christ religion cruel devic is gone empti flesh and hollow bone make pact of love but die alon the crucibl of pain will forg the blank of sin , begin again you are free to choos * or one that left to lose",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Talisman,"Gers, Harris",9:03,543,The Final Frontier,5,"when i stand and look about the port and contempl my life , will i ever see my countrymen again ? as the captain call us on the deck i take my thing and walk to the harboursid , i glanc back one last time . flee our nation , our problem we leav behind . ship by the tenfold sail out on the tide . we are pleas to be out and embrac the open sea . free from our troubl and more free from thee . inheritor unfulfil reason behind us . we flee from what is not what is will be . we flee the earth and face our harsh realiti . will death be low mist that hang on the sea ? we run from the evil tongu , rash judgement , selfish men never to be seen on these shore again . as we sail into oceans and lose sight of all land a face of content around in the air . we'r off now to seek all our fortun . to the land of our dream . ride the wave and the storm is upon us . the wind lash the sail but the rope keep them tight . off in the distanc a dark cloud approach . none could imagin what there was to come . no , there no one go back . no , there not a second chanc . as we strap onto the side we pray to god that we don't die . as we ride the rough sea , as we soak from the ocean wave , i just hope for all our live and pray that i surviv . four ship are lost in the stormi condit . the spirit of the sunken crew , their phantom follow us . spirit , sail , they drive us on through the all consum wave . cold mortal , no weapon against these ever rage sea . four leagu and ten and we hit storm again . we just can't get away from the eye of the storm . the bird outsoar the rage storm but we cannot escap it . abandon earth that we now crave is mani leagu from safe . hold on for our dear live and we'r pray onc again . rotten luck or just jonah ? the talisman is in my hand . limb fatigu , trembl with cold . blind from the sea spray salt . clasp anyth we can hold . heav rain upon us fall . twenti day without a meal and ten without fresh water still . those that didn't die in storm the scurvi rest did slaughter . westward the tide . westward we sail on . westward the tide . sail by the talisman . we approach the other side of the ocean with the tide in our favour just for onc . welcom greet , our new land . the elat in our heart , the excit in our vein as we sail toward the coastlin of our golden promis land . weari limb fatigu away . i have no life left in me . no more strength and noth left to give . must find the will to live . never thought that we could make it . truli sight of shore divin . the sick i am die from . never want it to end this way . westward the tide . westward we sail on . westward the tide . sail by the talisman .",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Man Who Would Be King,"Murray, Harris",8:28,508,The Final Frontier,5,"as he travel on the beast of burden move up along the mountain side as he gaze look down the valley no regret but his pride as he journey across mountain pass and signific sweep overhand his reflect of the beauti around him feel empti insid he is run from his wildest thought he is run from his everyth he is look now to find someth hope he could be save he search for the answer now is someth that he manag to avoid up ' till now look for the convict that he crave he need to find the answer sooner or later push himself to the limit he had to strife for all the harder thing in life but what the cost to give him now his life and time is the onli thing that he has life is is not a rehears , onli has this the one chanc to get it right live realli is onli way to know mayb one day they'll forgiv him what he done with all the pain of lie too earli in the grave destini , no good to hide away penanc now , we'll be his onli way understand , no good to run away penanc now , we'll be his save grace ( solo ) just to make his peac with god all is forgiv but he left a littl late tri someth that he not is imposs to chang such a lot he taken someon ? s life away there not a day that goe by he regret what he done he should have found anoth way from the good book say an eye for an eye in reflect on decis that were made on the judgement that will haunt him still his grave no-on has the right to take anoth life but in his mind he had no choic so be it destini , no good to hide away penanc now , we'll be his onli way understand , no good to run away hear us now , we'll be his save grace destini , no good to hide away penanc now , we'll be his onli way understand , no place to run away hear us now , we'll be his save grace far , far away the man who would be king far , far away the man who would be king crédito : hellequin",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
When the Wild Wind Blows,Harris,10:59,659,The Final Frontier,5,"have you heard what they said on the news today ? have you heard what is come to us all ? that the world as we know it will be come to an end have you heard , have you heard ? he see them in the distanc when the darken cloud roll he could feel tension in the atmospher he would look in the mirror , see an old man now doesn't matter they surviv somehow they said there noth can be done about the situat they said there noth we can do at all to sit and wait around for someth to occur did you know , did you know ? as he stare across the garden look at the meadow wonder if they'll ever grow again the desper of the situat get graver get readi when the wild wind blow have you seen what they said on the news today have you heard what they said about us all do you know what is happen to just everi one of us have you heard , have you heard ? there will be a catastroph the like we'v never seen there will be someth that will light the sky that the world as we know it , it will never be the same did you know , did you know ? he carri everyth into the shelter , not a fuss get readi when the moment come he has enough suppli to last them for a year or two good to have becaus you never know they tell him noth that we don't alreadi know about they tell us noth that is real at all they onli fill us with the stuff that they want did you know , did you know ? he near finish with the prepar for the day he get tire ; that'll do for now they are prepar for the veri worst to come to them get readi when the wild wind blow he see the pictur on the wall , it fall down upsid down he see a teardrop from his wife roll down her face , say grace rememb time they had , they flash right through his mind left behind of a lifetim spent togeth long ago will be gone they'v been prepar for some week now ' till when the crucial moment come to take their refug in the shelter let them prepar for what will come they make a tea and sit there wait they'r in the shelter feel snug not long to wait for absolut don't make a fuss ; just sit and wait can't believ all the lie , all the scream are deni that the moment of truth have begun can't you see it on the t.v . ? don't believ them in the least bit now the day of our end have begun say a prayer when it all over survivor , you'r not alway one got to tri and help each other got the will to overcom i can't believ all the lie , all the scream are deni that the moment of truth have begun can't you see it on the t.v . ? don't believ them in the least bit now the day of our end have begun when they found them , had their arm wrap around each other the tin of poison lay near by their cloth the day they both mistook an earthquak for the fallout , just anoth when the wild wind blow . . . - jlv",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
If Eternity Should Fail,Dickinson,8:28,508,The Book of Souls,5,"here is the soul of a man here in this place for the take cloth in white , stand in the light here is the soul of a man time to speak with the shaman again conjur the jester again black dog in the ruin is howl my name so here is the soul of a man when the world was virgin befor the come of men just a solar wit the begin of the end from a world of magma to a cold rock face the ascent of mad and a human race we are strang believ , all of us there are stranger truth , immort lust we rise from slumber , he call our name recal our number , abid with pain reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail to god illus , which i recal was our delus befor the fall the angel come and the angel go but the lord of light shine below etern dark beyond the star we think our wisdom will get that far at the master tabl , the tabl bare no land of plenti , devast , despair reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail reef in a sail at the edg of the * if etern should fail wait in line for the end of time if etern should fail good day , my name is necropoli i am form of the dead i am the harvest of the soul metal and i suck the live from around my bed my own two son i gave them breath and i fill their live corps with my bile what human i knew i have long forgotten for me etern is noth but a short while",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Speed Of Light,"Smith, Dickinson",5:01,301,The Book of Souls,5,"anoth time , anoth place a hollow univers in space i took a trip to see the sight i will be blacker than the night one way ticket no return my shoot star so fast it burn on the edg that you can't see let shoot the moon , you and me i'm not particular you see just a lonesom galaxi shadow in the star we will not return human won't save us at the speed of light shadow in the star we will not return human won't save us we slip into the night i'll say a mass for you and wave shoot plasma from my grave event horizon lost in space run in a human race i don't know where i don't know when but somehow back there time again i'm the edg that you can't see i'm not particular at night a singl particl of me you won't be track me by sight shadow in the star we will not return human won't save us at the speed of light shadow in the star we will not return human won't save us we slip into the night shadow in the star we will not return human won't save us at the speed of light shadow in the star we will not return human won't save us at the speed of light shadow in the star we will not return human won't save us at the speed of light shadow in the star we will not return human won't save us at the speed of light we slip into the night",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Great Unknown,"Smith, Harris",6:37,397,The Book of Souls,5,winter soft fall to the ground calm wait don ? t you hear a sound when the world has fallen to the depth below where the futur ? s open and the fear has grown and the path to follow to the great unknown where the dark has fallen and the seed is sown in the selfish heart of some the nightmar ? s come with the spill blood of other now wring through now the cup is spill over wake to news of death and the propheci of sage destini is met to the depth of human mind the cri is burn with the mentor ? s anger of the lesson ring true and for those who live by and are die by the sword they will take their ideal with them justifi their end where the fool are lie and the meek are cri where the wolv are prey on the weak alon where the son are die hear their mother cri and the distant sound of fire begin again never end the desir of men it ? ll never be the same or calm again in a time of chang heart and great unknown it ? ll be the damnat and end of us all where the fool are lie and the meek are cri where the wolv are prey on the weak alon where the son are die hear their mother cri and the distant sound of fire begin again never end the desir of men it ? ll never be the same or calm again in a time of chang heart and great unknown it ? ll be the damnat and end of us all when the world has fallen and we stand alon,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Red And The Black,Harris,13:33,813,The Book of Souls,5,the moral of life and the peril of death take the wrong way out run out of breath meet my match in the afterlif suppress the demon that plagu the night a tortur mind is a safe place to go but the truth lurk down in the dark below step insid my inquisit mind are you scare at what you just might find see myself in the hall of mirror a differ shape everi step i take a differ mind everi step of the line but in the end they are all mine laugh sorrow insid your head can't get out just a feel of dread i know this burden is a heavi load a dark mist ake never end road the black jack king and the red queen clash the art dodger he count his stash the joker wild like an impish child while madam fortun she wait insid the good luck charm is overkil the tire old soldier say fire at will plane overhead go search destroy the one below human decoy i need somebodi to save me meanwhil we play the wait game the clock is struck the hors is lame and when we think tha t this is done chanc your luck a four leaf one you hedg your bet the battl lost to wait in vain and count the cost the thin edg line between good and bad and cast the luck be happi sad i need somebodi to save me the red and the black peopl don't want the truth look in their eye and you send them away the red and the black fate and hypocrisi burden a heavi load there is no doubt the red and the black all out of luck again how mani chanc can anyon have the red and the black treacheri out to win there in the wrong place and at the wrong time i need somebodi to save me,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
When The River Runs Deep,"Smith, Harris",10:27,627,The Book of Souls,5,look for someth that is hard to find search somewher deep insid your mind hope you find just what you'r look for heaven wait with an open door . if you should sell your soul as cheapli as i did then the road to ruin is a long road to hide in we sign our live away to have an escap it someth that will be whatev our fate . there no use in hide got to keep on tri can't take no more lie this is the last there no time for cri when some of us are die none of us decid what is our fate now with noth to hide go nowher take my chanc and stand by their side when the river run deep and the line break and the blood it flow free from our live is this the last togeth mayb this time now we stand togeth and we'r hold the line here there noth we can do just sit here and wait the die is cast that is decid our fate there no use in hide got to keep on tri can't take no more lie this is the last there no time for cri when some of us are die none of us decid what is our fate now with noth to hide go nowher take my chanc and stand by their side when the river run deep and the line break and the blood it flow free from our live,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Book Of Souls,"Gers, Harris",10:27,627,The Book of Souls,5,"sacrific buri with king accompani them on a journey with no end to an afterlif that ? s rich with fruit of all the god and to face the demon of their underworld haunt the sentient is sent to seek out all the truth a flight to earth that is a given from his birth to rise from ash of the dead out of the fire is sent to fulfil man ? s desir by power day and night and death he rule them the sky and earth and the fire too two head reptil symbol of his reign univers of the underworld a life that ? s full of all the wealth and rich can never last for an etern after live in a golden paradis the ultim sacrific propheci of sky god , the sun and moon pass of old way will come true soon fall of age , forest of king the search for the truth , the book of soul the ruler of planet and star the power of the king of trader and the war planetari cycl and the phase of the moon is in the document a kingdom they will learn they were pray to the god of natur and were live in the citi of stone tower reach upward to the heaven sacr wonder for the world unknown make their live be a mysteri no more record kept and the pass of law sacr god to the book of lie when a civil die propheci of sky god , the sun and moon pass of old way will come true soon fall of age , forest of king the lost book of soul , destruct begin ascend the throne wear feather and shell he brought back their live from the void alien invas bring noth but death mass exodus and plant life destroy domain of the earth to the journey of truth the underworld cave , mayan slave defeat of the dark lord the ultim proof in the place where the ancestor rule the book of soul",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Death Or Glory,"Smith, Dickinson",5:13,313,The Book of Souls,5,"i see the enemi , i know he can't see me combat red in tooth and claw readi now for one more score took a bullet in my brain insid i'm m the king of pain outsid you will fear my name i ride a blood red triplan turn like the devil , shoot straight from the sun climb like a monkey out of hell where i belong * or glori , it all the same * or glori , the price of fame * or glori , i'm in the game of * or glori , a one way train i watch you spiral down dead befor you hit the ground bullet got you in the back deflect shoot beam attack i shoot the gunner first i kill to quench my thirst i hunt the weakest prey live to fli anoth day turn like the devil , shoot straight from the sun climb like a monkey out of hell where i belong * or glori , it all the same * or glori , the price of fame * or glori , i'm in the game of * or glori , a one way train turn like the devil , shoot straight from the sun climb like a monkey out of hell where i belong * or glori , it all the same * or glori , the price of fame * or glori , i'm in the game of * or glori , a one way train * or glori , it all the same * or glori , the price of fame * or glori , i'm in the game of * or glori , a one way train",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Shadows Of The Valley,"Gers, Harris",7:32,452,The Book of Souls,5,wander aimless in a cold dark mist i follow walk in a dark world that been kiss with sad without sunlight thing are born to the dead of nightmar soulless demon laugh in a sea of mad listen close to the raven call pray hard for our world not to end tri as might to make sens of it all will it be for the penanc of men follow north for the call of the wild look all out for a small wayward child lay in fear as the dark raven crow look for guidanc from the one who know he live on this earth for a time and a half play a tune to the old man laugh the fear that ? s insid the men of the oath in the script of the book that he wrote ask them the question tell them no lie a cri for freedom pray that they wouldn't die mind over matter cri over sin their live are over now end befor they begin as the raven again pass by i can hear all the wake father cri that the first born of all men will die that their live will be taken from them face the danger a battl of will strength and courag a cure for all ill we believ in that thou shall not kill but other are readi to spill the heart of all men sinc begin of time live with temptat want and crime a walk in the shadow of the valley of * know i'll take my last breath ask them the question tell them no lie a cri for freedom pray that they wouldn't die mind over matter cri over sin their live are over now end befor they begin the heart of all men sinc begin of time live with temptat want and crime a walk in the shadow of the valley of * know i'll take my last breath ask them the question tell them no lie a cri for freedom pray that they wouldn't die mind over matter cri over sin their live are over now end befor they begin into the valley of * fear no evil we will go forward no matter the cost into the valley of * follow me now bring me your soul and i'll make it our last ask them the question tell them no lie a cri for freedom pray that they wouldn't die mind over matter cri over sin their live are over now end befor they begin,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Tears Of A Clown,"Smith, Harris",4:59,299,The Book of Souls,5,"all alon in a crowd room he tri to forc a smile the smile it beam or so it seem but never reach the eye , disguis masquerad as the funni man do they despis the fals smile maketh of the man glass empti or half full tri to make some sens or sorrow drown all look well on the outsid underneath the solemn truth there ' s someth that insid has die tomorrow come tomorrow goe but the cloud remain the same wonder whi he ' s feel down tear of a clown mayb it all just for the best lay his weari head to rest was forev feel drown tear of a clown who motiv the motiv facad it has to go he know it sooner or later smile for camera all ok but tomorrow is anoth day he must get through he had a longer way to run or so the stori goe life full of fun where did it go we saw the sad in his eye it came as no surpris and now of cours we'll never know tomorrow come tomorrow goe but the cloud remain the same wonder whi he ? s feel down tear of a clown mayb it ? s all just for the best lay his weari head to rest was forev feel drown tear of a clown tomorrow come tomorrow goe but the cloud remain the same wonder whi he ? s feel down tear of a clown mayb it ? s all just for the best lay his weari head to rest was forev feel down tear of a clown tear of a clown",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Man Of Sorrows,"Murray, Harris",6:28,388,The Book of Souls,5,like a man without a home watch peopl come and go carri on their daili live without a thought for the one alon cast the dream asid like throw a pebbl into the ocean tide and i ? m feel so alon again free the angri from their pain free the captiv from the chain cast asid the doubt that noth good can come their way again live in a world of lie no matter how or hard we tri live life without a dream today look through a mist of truth that we believ an elus cloud the thing we find are hard to say now that we live through day to day find it hard to forc the reason whi we find it hard to die now we need to know the truth now open our eye that we can see so we live and breath again better day for you and me can we even hope to deliv this we are so far away as one turn against the other with a brother against brother situat like no other it ? s a pictur of despair as we look to see the man of sorrow pass knowledg to those who don ? t know as we watch all our friend pass over as they pass through the edg of time and we see what ? s ahead that await us that no longer do we feel afraid so we look to see the man of sorrow and the light is the dark no more as we look to see the man of sorrow pass knowledg to those who don ? t know as we watch all our friend pass over as they pass through the edg of time and we see what ? s ahead that await us that no longer do we feel afraid so we look to see the man of sorrow and the light is the dark no more,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Empire Of The Clouds,Dickinson,18:01,1081,The Book of Souls,5,"to ride the storm , to an empir of the cloud to ride the storm , they climb aboard their silver ghost to ride the storm , to a kingdom that will come to ride the storm and damn the rest . . . oblivion royalti and dignitari , brandi and cigar grey ladi giant of the sky , you hold them in your arm the millionth chanc they laugh , to take down his majesti craft "" to india "" they say , "" magic carpet float away "" , an octob fate day . . . mist is in the tree , stone sweat with the dew the morn sunris , red befor the blue hang at the mast , wait for command his majesti airship , the r101 she the biggest vessel built by man , a giant of the sky for all you unbeliev , the titan fit insid drum roll tight her canva skin , silver in the sun never test with the furi , with the beat yet to come the furi yet to come in the gather gloom , a storm rise in the west the coxswain stare into the plung weather glass we must go now , we must take our chanc with fate we must go now , for a politician , he can't be late the airship crew awak for thirti hour at full stretch but the ship is in their backbon , everi sinew , everi inch she never flew at full speed , a trial never done her fragil outer cover her achill would becom an achill yet to come sailor of the sky , a harden breed loyal to the king , and an airship creed the engin drum , the telegraph sound releas the cord that bind us to the ground said the coxswain "" sir , she heavi "" "" she'll never make this flight "" said the captain "" damn the cargo "" "" we'll be on our way tonight "" groundl cheer in wonder , as she back off from the mast baptis them her water from the ballast fore and aft now she slip into our past feel the wind as it roll you feel the diesel that push you along watch the channel below you lower and lower , into the night light are pass below you northern franc , asleep in their bed storm is rage around you a million to one , that what he said reaper stand besid her with his scyth cut to the bone panic to make a decis experienc men asleep in their grave her cover is rip and she drown rain is flood into the hull bleed to death and she fall lift gas is drain away "" we'r down lad "" came the cri bow plung from the sky three thousand hors silent as the ship began to die the flare to guid her path ignit at the last the empir of the cloud , just ash in our past just ash at the last here lie their dream as i stand in the sun on the ground where they built and the engin did run to the moon and the star , now what have we done oh the dreamer may die but the dream live on dream live on - dream live on . . . now a shadow on a hill , the angel of the east the empir of the cloud may rest in peac and in a countri churchyard , laid head to the mast eight and forti soul who came to die in franc",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senjutsu,"Smith, Harris",8:20,500,Senjutsu,5,beat the warn the sound of the drum set the beacon afir for them all call to arm all the men far and wide have to fight now for dynasti pride at stake the invad repel from the north keep out nomad who come from the plain northern grassland awash with them all block the tribe that invad from the south of us ralli round to the call we can hear far away are the sound of distant drum and they need everyon at the wall so the day of our judgement has now begun to fall surviv on ledg bitten in dust knowledg and virtu is stricken by lust realli believ that they'r come for us danc on grave of those who bled for us driven away by our endless desir defeat by anger and our greatest fire attack again and tri as they might hold them again and see them run ralli round to the call we can hear far away are the sound of distant drum and they need everyon at the wall so the day of our judgement has now begun to fall hear them come - readi now we wait must be steadfast - must be patient must believ in - that we can win what will save us - the great wall now under sieg have the real strength to hold them now have to believ that we can repel them faith in the year our ancestor taught us have the belief that we can protect the wall tri if they can we will overthrow them fight to the last they can never own us battl of will we'll fight to the last man honour our dead so they never fought in vain hold our fortun - aveng the merci hold the great wall - never fall again arrow fall - dark oblivion - live in spirit live to tell our son ralli round to the call we can hear far away are the sound of distant drum and they need everyon at the wall so the day of our judgement has now begun to fall,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Stratego,"Gers, Harris",4:59,299,Senjutsu,5,how do you read a madman mind teach me the art of war for i shall bring more than you bargain for give me an ultimatum that i could not dream of spill of a cri nation upon my soul for i have not a mortal soul that you alreadi know look at my eye there no surpris ocean is black the devil track look beyond beneath the sea eye of the storm is here again been there befor you were ever born beyond the dark i feel the pain it hidden but i can't explain a cross to bear a heavi faith my sorrow whisper time again i hear you call my name come to claim my life again pray for me i'm almost there the pain almost too much to bear i tri to find my way back home to feel the same again the voic of noth listen far too long littl by littl eat away i think i'v lost my mind too late to chang now what i left behind hear me listen my call i am readi to fall lord hear me now – let me go ocean is black the devil track look beyond beneath the sea eye of the storm is here again been there befor you were ever born beyond the dark i feel the pain it hidden but i can't explain a cross to bear a heavi faith my sorrow whisper time again,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
The Writing On The Wall,"Smith, Dickinson",6:13,373,Senjutsu,5,across a paint desert lie a train of vagabond all that left of what we were it what we have becom onc our empir glorious but now the empir gone the dead gave us the time to live and now our time is done now we are victori we'v becom our slave a land of hope and glori build graveyard for the brave have you seen the write on the wall have you seen that write can you see the rider on the storm can you see them ride can you see them ride hold on to juri is that all we ever know ignor our judg and juri all we'v got to show from hollywood to babylon holi war to kingdom come on a trail of dust and ash when the burn sky is done a tide of chang is come and that is what you fear the earthquak is a come but you don't want to hear you'r just too blind to see have you seen the write on the wall have you seen that write can you see the rider on the storm can you see them ride can you see them ride . . . ride next to you,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Lost In A Lost World,Harris,9:31,571,Senjutsu,5,"all is not it seem to be on the outsid sometim what appear to be is a show what show in the face is onli a mirror we all have some better place to go we don't know just what we have till we'v lost it until that time come and know that it gone so hard to say thing that we should have utter long ago tear myself away from thought in my head the peopl worship the sun and all the children point up to the sky they see the eagl as it float on the wind and they follow with their spirit high buffalo roam on the plain we walk in to the flame but danc for rain the hallow dead in sacr ground and the elder and we wash away their sin for them feel the spirit of the old one stand proud upon their race and the testament to ancestor that are never to retrac burn the flame of innoc as they ride into the sun think now of our forefath that are lie dead upon holi ground and sacr earth now revisit stolen youth lost in a lost world buri on sacr ground lost in a lost world lie on sacr ground lost in a lost world buri on sacr ground lost in a lost world lie on sacr ground lost in a lost world stand on sacr ground lost in a lost world lie on sacr ground will we ever heal our old wound like forev dark worn fight for their live again so come on now , don't be afraid this is where destini lie just to let us breath again put upon this earth to wander and to walk forev lost with the ash of our enemi to live among our ghost of our past fear noth life is but a better path to joy nowher to go nowher to run our whole nation overrun itself exist under threat and soon will be none of us left rememb name of all our dead now in enemi that fled reach for our sky forev free a sad that is proud as the cloud all drift away now until we meet again",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Days Of Future Past,"Smith, Dickinson",4:03,243,Senjutsu,5,"a war in heaven in god rage he put me in this burn cage holi furi lock me in imprison by my dead sin everi hour the shadow king wonder what his clock will bring i'v live and love and that for sure my fatal quest forev more the day of futur past to wander on the shore a king without a queen to die for evermor to wander in the wasteland immort to the end wait for the judgement but the judgement never end onc crucifi , you forgav it all but my own life condemn to fall where the glori in your name my twist soul still burn in flame hark you angel hear my call father wit to my fall between the line of sin and pain i walk the earth now doom again the day of futur past to wander on the shore a king without a queen to die for evermor to wander in the wasteland immort to the end wait for the judgement but the judgement never end the day of futur past to wander on the shore a king without a queen to die for evermor to wander in the wasteland immort to the end wait for the judgement but the judgement never end the day of futur past to wander on the shore a king without a queen to die for evermor to wander in the wasteland immort to the end wait for the judgement but the judgement never end",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
The Time Machine,"Gers, Harris",7:09,429,Senjutsu,5,"put to the sword by an impish whim follow me now to a place we begin wrought with no anger , wrought with no fear devilish children play here hidden in silenc , below barren wast confus hunger , am i still awak ? have i ever told you about my time machin sit you down , i'll tell you everywher i'v been i have live a long life , life extraordinair let me tell you about it , let me take you there doe it realli matter , it all in the mind let me tell you about it , listen what you'll find i am not a preacher , i am but a man you cannot imagin what i'v seen and done i have live a long life , i have seen the world i could tell you stori , hair will stand on end stand among the steepl , stand upon the wall i have seen a god face , i have no disgrac i have seen the god cri , howl in the wind where do i get start , when can i begin i am not a preacher , i am but a man you cannot imagin what i'v seen and done sleep with a light that is dark to my eye father and son , give me all of your lie the brutal truth , that is never a lie full moon is out , as you look to the sky i am not a preacher , i am but a man you cannot imagin what i'v seen and done open your heart and i'll open your soul even in quieter moment i know i am not a preacher , i am but a man you cannot imagin what i'v seen and done eeri collect , dark is there , wed to danger betroth to despair",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Darkest Hour,"Smith, Dickinson",7:20,440,Senjutsu,5,"we buri our son , we turn and fled no grow old , the glorious dead but we came back becaus one man said now on the beach the blood run red i face them down , the onli one i stood alon and warn the day would come but they were wrong , appeas everi one and not for the last time , we all stand alon i watch the sun move away as i embrac the night and my black dog has it day for six long year you shall not pass barbarian at the gate , we will overcom here i stand in a serenad of glori nake by the throne of king you sow the wind and now you reap the whirlwind befor the dawn the darkest hour the darkest hour to blaze in glori like a die sun one last burn giant till jupit move on turn the ploughshar into sword you son of albion awak defend this sacr land here i stand in a serenad of glori nake by the throne of king you sow the wind and now you reap the whirlwind befor the dawn the darkest hour the darkest hour here i stand in a serenad of glori nake by the throne of king you sow the wind and now you reap the whirlwind befor the dawn the darkest hour here i stand in a serenad of glori nake by the throne of king you sow the wind and now you reap the whirlwind befor the dawn the darkest hour befor the dawn the darkest hour",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Death Of The Celts,Harris,10:20,620,Senjutsu,5,"the road it wind uphil all the way ride to glori on this day rememb now to do him so proud in god we trust , cri it out loud redeem my salv of win way rememb all the darkest day of that i know will see me tread walketh upon the field of the dead the burden of blood , the breaketh of bone the battlefield now i make it my own the glori of the morn we make pray the rose is still awak lord abov , my spirit say death is not proud , no more , no less power of my soul will be free deliv us on to victori wither a pain that almost a joy wander there , my heart will destroy dream of day of our youth again strang , no wonder memori remain pour thi scorn upon the realm piti me none at the gate of our hell for i am but a messeng one sent to do reckon , what must be done pray to our wretch doom liberti , freedom , mayb death loom wish upon a fair display hope our caus done , faith wayward thunder over rain give me time to think again send to their grave on this day silent where the battl dead lay vengeanc is for all who lay dead i have no fear , my bodi has bled i will live on in rebirth again come to me now , embrac it my friend spirit cri for a god from the grave in dark , fortun favour the brave die , a warrior celt has no fear immort , for he will live evermor die , a warrior celt has no fear immort , for he will live evermor think i am , that i'm almost there follow now the depth of despair beyond the light , dark will fall come to take the life from us all follow now where god can't explain bid fairwel , the life i'd have gain follow those who came from hell came to wit the death of the celt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
